"INCIDENT NUMBER","CHARGE ID","CHARGE DATE","REPORT DATE","APPROVED DATE","ATTEMPTED OR COMMITTED","STREET ADDRESS","SUBADDRESS","CITY","STATE","ZIP CODE","DISTRICT","ZONE","SUBZONE","STATUTE TITLE","STATUTE DESCRIPTION","STATUTE CATEGORY","CRIME AGAINST","NIBRS CODE","NIBRS DESCRIPTION","CENSUS BLOCK GROUP","COUNCIL DISTRICT","CRIME PREVENTION DISTRICT","NEIGHBORHOOD","LONGITUDE","LATITUDE","GEOLOCATION"
"21-037461","B97B59EB-8A99-445A-9A42-705F55755302","04/21/2021 08:36:15 AM","04/21/2021 09:22:18 AM","04/21/2021 09:54:01 AM","COMMITTED","1853 NORTH ST",,"BATON ROUGE","LA","70802","1","1A","1A2","14:62/Z","SIMPLE BURGLARY/THEFT FROM MOTOR VEHICLE","NON-RESIDENTIAL BURGLARY","PROPERTY","23F","THEFT FROM MOTOR VEHICLE",,"10",,"DOWNTOWN EAST","-91.16976","30.45323","POINT (-91.169755 30.453229)"
"21-036727","79B244B0-7EB4-4D75-9491-DA94856070E5","04/19/2021 12:10:09 PM","04/21/2021 08:30:11 AM","04/24/2021 11:41:55 AM","COMMITTED","1000 FLORIDA ST",,"BATON ROUGE","LA","70802","1","1A","1A2","14:97.1","SOLICITATION ON AN INTERSTATE HIGHWAY","NUISANCE","PERSON, PROPERTY,OR SOCIETY","90Z","ALL OTHER OFFENSES",,"10",,"DOWNTOWN EAST","-91.17989","30.44957","POINT (-91.179886 30.449573)"
"21-037067","8439FBBB-5405-41ED-A6C5-EAC5D65122C1","04/20/2021 08:58:06 AM","04/20/2021 07:03:10 PM","05/24/2021 01:51:42 PM","COMMITTED",,,"BATON ROUGE","LA","70802","1","1A","1A1","14:35.3(I)","DOMESTIC ABUSE BATTERY - CHILD ENDANGERMENT","BATTERY","PERSON","13B","SIMPLE ASSAULT",,"10",,"DOWNTOWN EAST",,,
"21-037067","20F9E3EC-8878-4849-BE7A-6CD4AAA61A81","04/20/2021 08:58:06 AM","04/20/2021 07:03:10 PM","05/24/2021 01:51:42 PM","COMMITTED",,,"BATON ROUGE","LA","70802","1","1A","1A1","14:35.3(I)","DOMESTIC ABUSE BATTERY - CHILD ENDANGERMENT","BATTERY","PERSON","13B","SIMPLE ASSAULT",,"10",,"DOWNTOWN EAST",,,
"21-037067","536AD0B6-C265-445E-B660-D46795B70290","04/20/2021 08:58:06 AM","04/20/2021 07:03:10 PM","05/24/2021 01:51:42 PM","COMMITTED",,,"BATON ROUGE","LA","70802","1","1A","1A1","14:35.3(I)","DOMESTIC ABUSE BATTERY - CHILD ENDANGERMENT","BATTERY","PERSON","13B","SIMPLE ASSAULT",,"10",,"DOWNTOWN EAST",,,
"21-037067","64FBA62F-429B-4DF6-86C4-6901DBE24DFE","04/20/2021 08:58:06 AM","04/20/2021 07:03:10 PM","05/24/2021 01:51:42 PM","COMMITTED",,,"BATON ROUGE","LA","70802","1","1A","1A1","14:94","ILLEGAL USE OF WEAPONS OR DANGEROUS INSTRUMENTALITIES","BATTERY","SOCIETY","520","WEAPON LAW VIOLATIONS",,"10",,"DOWNTOWN EAST",,,
"21-037067","45B52722-6D2B-4508-8947-E17D369CA0AD","04/20/2021 08:58:06 AM","04/20/2021 07:03:10 PM","05/24/2021 01:51:42 PM","COMMITTED",,,"BATON ROUGE","LA","70802","1","1A","1A1","14:35.3(I)","DOMESTIC ABUSE BATTERY - CHILD ENDANGERMENT","BATTERY","PERSON","13B","SIMPLE ASSAULT",,"10",,"DOWNTOWN EAST",,,
"21-037067","1F381841-D452-4C7D-A110-00159460ACF0","04/20/2021 08:58:06 AM","04/20/2021 07:03:10 PM","05/24/2021 01:51:42 PM","COMMITTED",,,"BATON ROUGE","LA","70802","1","1A","1A1","14:35.3(I)","DOMESTIC ABUSE BATTERY - CHILD ENDANGERMENT","BATTERY","PERSON","13B","SIMPLE ASSAULT",,"10",,"DOWNTOWN EAST",,,
"21-037116","4319E686-EB6E-4DE1-A3EC-2612CB7C1D98","04/20/2021 12:03:54 PM","04/20/2021 01:35:20 PM","03/18/2023 01:48:09 PM","COMMITTED","1000 SOUTH ST",,"BATON ROUGE","LA","70802","1","1A","1A1","13:35","SIMPLE BATTERY","BATTERY","PERSON","13B","SIMPLE ASSAULT",,"10",,"DOWNTOWN EAST","-91.17896","30.43962","POINT (-91.178963 30.439623)"
"21-036266","BE91132D-A807-4454-B690-E8A63F4B7AAD","04/17/2021 11:04:16 PM","04/19/2021 09:54:33 PM","04/20/2021 12:10:31 AM","COMMITTED","339 S 12TH ST",,"BATON ROUGE","LA","70802","1","1A","1A1","14:67.15","THEFT OF A FIREARM","THEFT","PROPERTY","23H","ALL OTHER LARCENY",,"10",,"DOWNTOWN EAST","-91.17683","30.44453","POINT (-91.176832 30.444526)"
"21-036574","A71B762D-5DBC-4E54-9FB0-7146AC76B5B3","04/18/2021 08:30:46 PM","04/18/2021 10:30:00 PM","04/20/2021 05:33:59 PM","COMMITTED","235 S 20TH ST",,"BATON ROUGE","LA","70806","1","1A","1A1","14:34","AGGRAVATED BATTERY","BATTERY","PERSON","13A","AGGRAVATED ASSAULT",,"10",,"DOWNTOWN EAST","-91.16790","30.44629","POINT (-91.167899 30.446293)"
"21-036572","8E8259D7-F347-4E3E-A832-9C0922754B91","04/18/2021 09:02:30 PM","04/18/2021 09:02:00 PM","04/23/2021 08:46:01 PM","COMMITTED","1509 GOVERNMENT ST",,"BATON ROUGE","LA","70802","1","1A","1A1","13:67","THEFT/MISD/CC","THEFT",,,,,"10",,"DOWNTOWN EAST","-91.17241","30.44411","POINT (-91.17241 30.444111)"
"21-036248","7E0DF3A2-6332-4E27-AF3F-037A70ACF7C2","04/17/2021 10:39:56 PM","04/18/2021 09:36:33 AM","04/24/2021 01:58:28 AM","COMMITTED",,,"BATON ROUGE","LA","70802","2","2A","2A1","14:56","SIMPLE CRIMINAL DAMAGE TO PROPERTY","CRIMINAL DAMAGE TO PROPERTY","PROPERTY","290","DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY",,"10",,"DOWNTOWN EAST",,,
"21-035863","07671962-7F80-4CF5-9765-8F66FA25DC4F","04/16/2021 08:17:58 PM","04/16/2021 08:54:52 PM","03/17/2023 10:37:02 AM","COMMITTED",,,"BATON ROUGE","LA","70802","1","1A","1A2","13:35.3","DOMESTIC ABUSE BATTERY/CC","BATTERY","PERSON","13B","SIMPLE ASSAULT",,"10",,"DOWNTOWN EAST",,,
"21-035839","BF48D70E-6205-4130-B680-66A633463257","04/16/2021 07:01:42 PM","04/16/2021 07:56:19 PM","04/18/2021 06:41:13 AM","COMMITTED","117 S 18TH ST",,"BATON ROUGE","LA","70802","1","1A","1A1","14:34","AGGRAVATED BATTERY","BATTERY","PERSON","13A","AGGRAVATED ASSAULT",,"10",,"DOWNTOWN EAST","-91.17006","30.44718","POINT (-91.170057 30.447182)"
"21-011428","9AFA782D-FFCB-438B-B4FC-34E4C6680137","02/05/2021 02:01:34 PM","04/16/2021 08:37:27 AM","04/19/2021 08:40:32 AM","COMMITTED","1325 NORTH ST",,"BATON ROUGE","LA","70802","1","1A","1A2","13:67","THEFT/MISD/CC","THEFT",,,,,"10",,"DOWNTOWN EAST","-91.17643","30.45340","POINT (-91.176426 30.453397)"
"21-035242","8A7FE7F1-205A-4AB2-AE7D-D8780353F96A","04/15/2021 12:01:00 AM","04/15/2021 08:12:50 AM","04/16/2021 02:14:06 PM","COMMITTED","1212 NORTH ST",,"BATON ROUGE","LA","70802","1","1A","1A2","14:62.2","SIMPLE BURGLARY OF AN INHABITED DWELLING","RESIDENTIAL BURGLARY","PROPERTY","220","BURGLARY/BREAKING & ENTERING",,"10",,"DOWNTOWN EAST","-91.17700","30.45261","POINT (-91.176995 30.452612)"
"21-034811","F60B84F4-1678-4EE2-9ACA-7E367271DE2F","04/13/2021 09:53:04 PM","04/13/2021 11:16:19 PM","04/14/2021 03:33:52 AM","COMMITTED","855 N 17TH ST",,"BATON ROUGE","LA","70802","1","1A","1A2","14:56","SIMPLE CRIMINAL DAMAGE TO PROPERTY","CRIMINAL DAMAGE TO PROPERTY","PROPERTY","290","DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY",,"10",,"DOWNTOWN EAST","-91.17218","30.45587","POINT (-91.172183 30.455873)"
"21-034649","47A85F94-BF9A-41D7-8CD7-44C1133661E3","04/13/2021 12:13:29 PM","04/13/2021 01:37:18 PM","04/13/2021 02:03:31 PM","COMMITTED","144 N 11TH ST",,"BATON ROUGE","LA","70802","1","1A","1A1","13:67","THEFT/MISD/CC","THEFT",,,,,"10",,"DOWNTOWN EAST","-91.17847","30.44818","POINT (-91.178468 30.448184)"
"21-020824","F45E2A9F-3BB8-4488-B7F1-53632D3950DE","03/05/2021 07:31:00 PM","04/13/2021 10:58:54 AM","02/24/2023 02:40:41 PM","COMMITTED","744 N 11TH ST",,"BATON ROUGE","LA","70802","1","1A","1A2","14:79","VIOLATIONS OF PROTECTIVE ORDERS","OTHER","PERSON, PROPERTY,OR SOCIETY","90Z","ALL OTHER OFFENSES",,"10",,"DOWNTOWN EAST","-91.17852","30.45445","POINT (-91.178515 30.454452)"
"21-034193","A3254DA4-5430-4A99-8AA7-D08E1D5F033C","04/12/2021 07:56:49 AM","04/12/2021 08:06:35 AM","04/12/2021 08:52:49 AM","COMMITTED","700 N 17TH ST",,"BATON ROUGE","LA","70802","1","1A","1A2","13:56","CRIM DAM TO PROP/SIMPLE/CC","CRIMINAL DAMAGE TO PROPERTY",,,,,"10",,"DOWNTOWN EAST","-91.17126","30.45381","POINT (-91.171257 30.45381)"
"21-032877","D9C2C489-A13D-4952-BB2C-2D33B8A15DC5","04/08/2021 11:26:59 PM","04/10/2021 05:58:39 AM","04/15/2021 01:03:09 AM","COMMITTED","GOVERNMENT ST / S 17TH ST",,"BATON ROUGE","LA","70802","2","2A","1A1","13:966","POSS MARIJUANA","NARCOTICS",,,,,"10",,"DOWNTOWN EAST","-91.17154","30.44374","POINT (-91.171538 30.443739)"
"21-033239","C546F4B7-B963-4D70-8B8E-1E6985C1FC46","04/09/2021 08:59:47 PM","04/10/2021 02:27:46 AM","04/10/2021 05:39:37 PM","COMMITTED","1334 FLORIDA ST",,"BATON ROUGE","LA","70802","1","1A","1A1","14:62.4","UNAUTHORIZED ENTRY OF A PLACE OF BUS.","NON-RESIDENTIAL BURGLARY","PROPERTY","220","BURGLARY/BREAKING & ENTERING",,"10",,"DOWNTOWN EAST","-91.17601","30.44918","POINT (-91.17601 30.449182)"
"21-033239","6433558B-AB93-46CD-A36C-A7DCABD89ABD","04/09/2021 08:59:47 PM","04/10/2021 02:27:46 AM","04/10/2021 05:39:37 PM","COMMITTED","1334 FLORIDA ST",,"BATON ROUGE","LA","70802","1","1A","1A1","14:56","SIMPLE CRIMINAL DAMAGE TO PROPERTY","CRIMINAL DAMAGE TO PROPERTY","PROPERTY","290","DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY",,"10",,"DOWNTOWN EAST","-91.17601","30.44918","POINT (-91.17601 30.449182)"
"21-033223","E01210C1-FAEC-4126-B7C3-0ED7C70A1DBD","04/09/2021 08:36:56 PM","04/09/2021 08:36:00 PM","03/16/2023 08:09:16 AM","COMMITTED","1246 LAUREL ST",,"BATON ROUGE","LA","70802","1","1A","1A2","14:35","SIMPLE BATTERY","BATTERY","PERSON","13B","SIMPLE ASSAULT",,"10",,"DOWNTOWN EAST","-91.17659","30.45058","POINT (-91.176589 30.450582)"
"21-033223","707B64B0-A823-46CF-8EB6-77C5882EBCDB","04/09/2021 08:36:56 PM","04/09/2021 08:36:00 PM","03/16/2023 08:09:16 AM","COMMITTED","1246 LAUREL ST",,"BATON ROUGE","LA","70802","1","1A","1A2","14:35","SIMPLE BATTERY","BATTERY","PERSON","13B","SIMPLE ASSAULT",,"10",,"DOWNTOWN EAST","-91.17659","30.45058","POINT (-91.176589 30.450582)"
"21-033182","698DCB10-C891-41BC-905C-A0DBB9B45D6F","04/09/2021 06:40:09 PM","04/09/2021 06:40:00 PM","04/10/2021 01:22:15 PM","COMMITTED","1334 FLORIDA ST",,"BATON ROUGE","LA","70802","1","1A","1A1","13:63.3","ENT/REM AFTER FORB/CC","NUISANCE",,,,,"10",,"DOWNTOWN EAST","-91.17601","30.44918","POINT (-91.17601 30.449182)"
"21-032405","BA71A779-C7FB-437C-9A3D-E04E0CCE2A97","04/07/2021 05:21:00 PM","04/09/2021 04:08:58 PM","04/12/2021 11:06:36 AM","COMMITTED","2000 GAYOSA ST",,"BATON ROUGE","LA","70802","1","1A","1A2","14:98","OPERATING A VEHICLE WHILE INTOXICATED","TRAFFIC","SOCIETY","90D","DRIVING UNDER THE INFLUENCE",,"10",,"DOWNTOWN EAST","-91.16747","30.45418","POINT (-91.167467 30.454177)"
"21-032405","21FFF94A-D06C-4382-8C1C-10FCEF58C723","04/07/2021 05:21:00 PM","04/09/2021 04:08:58 PM","04/12/2021 11:06:36 AM","COMMITTED","2000 GAYOSA ST",,"BATON ROUGE","LA","70802","1","1A","1A2","14:56","SIMPLE CRIMINAL DAMAGE TO PROPERTY","CRIMINAL DAMAGE TO PROPERTY","PROPERTY","290","DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY",,"10",,"DOWNTOWN EAST","-91.16747","30.45418","POINT (-91.167467 30.454177)"
"21-032405","0C6339A3-DDCD-4475-9DBB-B3F666014BDF","04/07/2021 05:21:00 PM","04/09/2021 04:08:58 PM","04/12/2021 11:06:36 AM","COMMITTED","2000 GAYOSA ST",,"BATON ROUGE","LA","70802","1","1A","1A2","32:300","POSSESSION ALCOHOL IN VEHICLE","OTHER",,,,,"10",,"DOWNTOWN EAST","-91.16747","30.45418","POINT (-91.167467 30.454177)"
"21-033008","46A7BA80-69F6-4158-BA5A-EED8508C6EE9","04/09/2021 10:55:36 AM","04/09/2021 02:50:27 PM","04/18/2021 11:17:36 AM","COMMITTED","848 S 17TH ST",,"BATON ROUGE","LA","70802","2","2A","2A1","13:56","CRIM DAM TO PROP/SIMPLE/CC","CRIMINAL DAMAGE TO PROPERTY",,,,,"10",,"DOWNTOWN EAST","-91.17125","30.44000","POINT (-91.171245 30.439999)"
"21-032964","75426CD8-A397-4432-AD8C-7EF2E1C00DA8","04/09/2021 07:14:46 AM","04/09/2021 08:28:47 AM","05/02/2021 02:14:12 PM","COMMITTED","1334 FLORIDA ST",,"BATON ROUGE","LA","70802","1","1A","1A1","14:65","SIMPLE ROBBERY","INDIVIDUAL ROBBERY","PROPERTY","120","ROBBERY",,"10",,"DOWNTOWN EAST","-91.17601","30.44918","POINT (-91.17601 30.449182)"
"21-032824","D540CF1E-3AE6-41D1-8161-A6A6E96E46A7","04/08/2021 08:41:02 PM","04/08/2021 08:41:00 PM","04/14/2021 03:51:24 PM","COMMITTED","1725 SOUTH ST",,"BATON ROUGE","LA","70802","2","2A","2A1","14:34","AGGRAVATED BATTERY","BATTERY","PERSON","13A","AGGRAVATED ASSAULT",,"10",,"DOWNTOWN EAST","-91.17046","30.43998","POINT (-91.170463 30.439983)"
"21-031964","314CDB32-AE15-4331-A56E-9FAA85B39B7F","04/06/2021 03:15:00 PM","04/06/2021 03:15:00 PM","04/08/2021 04:26:48 PM","COMMITTED","1700 GOVERNMENT ST",,"BATON ROUGE","LA","70802","2","2A","2A1","13:966","POSS MARIJUANA","NARCOTICS",,,,,"10",,"DOWNTOWN EAST","-91.17131","30.44365","POINT (-91.171314 30.443647)"
"21-026669","617345ED-7E41-438E-A59F-AF5688309B40","03/22/2021 12:24:08 PM","04/03/2021 01:07:18 PM","04/04/2021 10:06:49 AM","COMMITTED","720 IBERVILLE ST",,"BATON ROUGE","LA","70802","1","1A","1A1","14:56","SIMPLE CRIMINAL DAMAGE TO PROPERTY","CRIMINAL DAMAGE TO PROPERTY","PROPERTY","290","DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY",,"10",,"DOWNTOWN EAST","-91.17520","30.44114","POINT (-91.175203 30.441139)"
"21-030623","F46069BD-F289-44E4-AADC-DBF182EC184F","04/02/2021 05:00:00 AM","04/02/2021 06:26:00 PM","04/06/2021 05:46:35 PM","COMMITTED","1959 NORTH BLVD",,"BATON ROUGE","LA","70806","1","1A","1A1","14:62.2","SIMPLE BURGLARY OF AN INHABITED DWELLING","RESIDENTIAL BURGLARY","PROPERTY","220","BURGLARY/BREAKING & ENTERING",,"10",,"DOWNTOWN EAST","-91.16824","30.44800","POINT (-91.168235 30.447999)"
"21-030519","35A2613F-864A-4410-A529-0B248EE4E60C","04/02/2021 01:29:56 PM","04/02/2021 02:12:30 PM","04/03/2021 01:04:58 PM","COMMITTED","1959 NORTH BLVD",,"BATON ROUGE","LA","70806","1","1A","1A1","14:56","SIMPLE CRIMINAL DAMAGE TO PROPERTY","CRIMINAL DAMAGE TO PROPERTY","PROPERTY","290","DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY",,"10",,"DOWNTOWN EAST","-91.16824","30.44800","POINT (-91.168235 30.447999)"
"21-030519","529E6857-E325-4977-B2B8-27C2F19646B8","04/02/2021 01:29:56 PM","04/02/2021 02:12:30 PM","04/03/2021 01:04:58 PM","COMMITTED","1959 NORTH BLVD",,"BATON ROUGE","LA","70806","1","1A","1A1","14:62.2","SIMPLE BURGLARY OF AN INHABITED DWELLING","RESIDENTIAL BURGLARY","PROPERTY","220","BURGLARY/BREAKING & ENTERING",,"10",,"DOWNTOWN EAST","-91.16824","30.44800","POINT (-91.168235 30.447999)"
"21-007333","1C3698E6-FBE6-4CF9-BFE3-73FC03EE8902","01/24/2021 11:31:08 AM","03/30/2021 01:55:56 PM","01/03/2023 01:13:28 PM","COMMITTED","153 N 17TH ST",,"BATON ROUGE","LA","70802","1","1A","1A1","14:34.7","AGGRAVATED SECOND DEGREE BATTERY","BATTERY","PERSON","13A","AGGRAVATED ASSAULT",,"10",,"DOWNTOWN EAST","-91.17202","30.44847","POINT (-91.172018 30.448468)"
"21-024217","25D8B8D3-2819-450F-BC7E-C7EF10F483D2","03/12/2021 05:00:00 PM","03/30/2021 08:43:42 AM","03/30/2021 01:08:32 PM","COMMITTED","1700 FLORIDA ST",,"BATON ROUGE","LA","70802","1","1A","1A1","14:67.26","THEFT OF A MOTOR VEHICLE.","THEFT","PROPERTY","240","MOTOR VEHICLE THEFT",,"10",,"DOWNTOWN EAST","-91.17113","30.44982","POINT (-91.171125 30.449818)"
"21-029282","5DA2ABDF-5482-43F0-9AEE-B93D9A856D77","03/29/2021 08:59:13 PM","03/29/2021 11:23:07 PM","04/05/2021 12:26:14 AM","COMMITTED","1137 CHARLES T. SMITH DR",,"BATON ROUGE","LA","70802","1","1A","1A1","14:67.15","THEFT OF A FIREARM","THEFT","PROPERTY","23H","ALL OTHER LARCENY",,"10",,"DOWNTOWN EAST","-91.17747","30.44634","POINT (-91.177468 30.446336)"
"21-028881","31C76B9B-7601-4410-8A67-753A38A7952C","03/28/2021 04:46:49 PM","03/28/2021 07:01:33 PM","03/29/2021 01:48:11 PM","COMMITTED","1357 FLORIDA ST",,"BATON ROUGE","LA","70802","1","1A","1A2","14:69.1","ILLEGAL POSSESION OF STOLEN FIREARMS","FIREARM","PROPERTY","280","STOLEN PROPERTY OFFENSES",,"10",,"DOWNTOWN EAST","-91.17507","30.44998","POINT (-91.175072 30.449979)"
"21-028881","B170DB28-D3A7-4495-8F46-9DCB5F1BD46B","03/28/2021 04:46:49 PM","03/28/2021 07:01:33 PM","03/29/2021 01:48:11 PM","COMMITTED","1357 FLORIDA ST",,"BATON ROUGE","LA","70802","1","1A","1A2","C.CR.P. ART 575","FUGITIVE","OTHER",,,,,"10",,"DOWNTOWN EAST","-91.17507","30.44998","POINT (-91.175072 30.449979)"
"21-028881","CE3E3BB3-C40A-411D-9693-53E707CF4E4F","03/28/2021 04:46:49 PM","03/28/2021 07:01:33 PM","03/29/2021 01:48:11 PM","COMMITTED","1357 FLORIDA ST",,"BATON ROUGE","LA","70802","1","1A","1A2","14:95.1","POSSESSION OF FIREARM OR CARRYING CONCEALED WEAPON BY A PERSON CONVICTED OF CERTAIN FELONIES","FIREARM","SOCIETY","520","WEAPON LAW VIOLATIONS",,"10",,"DOWNTOWN EAST","-91.17507","30.44998","POINT (-91.175072 30.449979)"
"21-028695","E0DBB6AF-A1CC-4DCF-ADE7-E2577EF3E95B","03/28/2021 01:43:14 AM","03/28/2021 11:18:23 AM","03/11/2023 10:41:53 AM","COMMITTED",,,"BATON ROUGE","LA","70802","5","5A","5A1","13:35.3","DOMESTIC ABUSE BATTERY","BATTERY","PERSON","13B","SIMPLE ASSAULT",,"10",,"DOWNTOWN EAST",,,
"21-026772","BF3203CE-2AB6-454A-B7ED-46CC785F3F63","03/22/2021 05:36:07 PM","03/27/2021 04:53:47 PM","03/11/2023 09:41:46 AM","COMMITTED","812 S 15TH ST",,"BATON ROUGE","LA","70802","2","2A","2A1","13:35","SIMPLE BATTERY","BATTERY","PERSON","13B","SIMPLE ASSAULT",,"10",,"DOWNTOWN EAST","-91.17301","30.44049","POINT (-91.173009 30.440493)"
"21-026772","A422C5F6-E13E-4BC6-B5F9-62E9D7764746","03/22/2021 05:36:07 PM","03/27/2021 04:53:47 PM","03/11/2023 09:41:46 AM","COMMITTED","812 S 15TH ST",,"BATON ROUGE","LA","70802","2","2A","2A1","13:35","SIMPLE BATTERY","BATTERY","PERSON","13B","SIMPLE ASSAULT",,"10",,"DOWNTOWN EAST","-91.17301","30.44049","POINT (-91.173009 30.440493)"
"21-028339","D182F53E-B7C2-4865-817D-463A32FABD69","03/27/2021 09:21:00 AM","03/27/2021 09:55:24 AM","03/14/2023 07:56:16 AM","COMMITTED",,,"BATON ROUGE","LA","70802","1","1A","1A2","13:35.3","DOMESTIC ABUSE BATTERY","BATTERY","PERSON","13B","SIMPLE ASSAULT",,"10",,"DOWNTOWN EAST",,,
"21-027726","0E8895EC-A05C-4872-92E4-68B63E7AD5A8","03/25/2021 05:01:08 PM","03/25/2021 05:40:22 PM","03/10/2023 03:40:33 PM","COMMITTED",,,"BATON ROUGE","LA","70802","1","1A","1A1","13:35.3","DOMESTIC ABUSE BATTERY","BATTERY","PERSON","13B","SIMPLE ASSAULT",,"10",,"DOWNTOWN EAST",,,
"21-027726","DBBB6680-A1D0-4C36-8F89-F1A5BF481BD2","03/25/2021 05:01:08 PM","03/25/2021 05:40:22 PM","03/10/2023 03:40:33 PM","COMMITTED",,,"BATON ROUGE","LA","70802","1","1A","1A1","13:35.3","DOMESTIC ABUSE BATTERY","BATTERY","PERSON","13B","SIMPLE ASSAULT",,"10",,"DOWNTOWN EAST",,,
"21-008315","EBA2779D-B5B4-4E81-9E76-B33864F2A208","01/27/2021 12:10:41 PM","03/25/2021 09:11:00 AM","04/26/2021 09:12:19 AM","COMMITTED",,,"BATON ROUGE","LA","70802","1","1A","1A1","14:81.1.1","SEXTING (UNDER 17)","VICE","SOCIETY","370","PORNOGRAPHY/OBSCENE MATERIAL",,"10",,"DOWNTOWN EAST",,,
"21-027034","7B2EA27A-F5ED-4ECD-9ED6-4F21815BEB74","03/23/2021 03:24:00 PM","03/24/2021 11:22:13 AM","03/24/2021 12:33:31 PM","COMMITTED","1000 FLORIDA ST",,"BATON ROUGE","LA","70802","1","1A","1A2","14:97.1","SOLICITATION ON AN INTERSTATE HIGHWAY","NUISANCE","PERSON, PROPERTY,OR SOCIETY","90Z","ALL OTHER OFFENSES",,"10",,"DOWNTOWN EAST","-91.17989","30.44957","POINT (-91.179886 30.449573)"
"21-027122","95FED35D-1564-4437-845A-00836ACA6412","03/23/2021 08:34:47 PM","03/23/2021 09:09:00 PM","03/11/2023 08:24:37 AM","COMMITTED","1120 GOVERNMENT ST",,"BATON ROUGE","LA","70802","1","1A","1A1","14:34","AGGRAVATED BATTERY","BATTERY","PERSON","13A","AGGRAVATED ASSAULT",,"10",,"DOWNTOWN EAST","-91.17674","30.44324","POINT (-91.176741 30.443235)"
"20-038651","7C6D06B8-816C-405E-9A68-61103077BE78","05/04/2020 11:24:00 AM","03/23/2021 09:38:02 AM","04/13/2021 09:48:56 PM","COMMITTED",,,"BATON ROUGE","LA","70807","1","1A","1A1","14:35.3","DOMESTIC ABUSE BATTERY","BATTERY","PERSON","13A","AGGRAVATED ASSAULT",,"10",,"DOWNTOWN EAST",,,
"20-038651","D0483F71-4CC1-45F1-BAC7-EA4C61F64A9A","03/23/2021 09:38:02 AM","03/23/2021 09:38:02 AM","04/13/2021 09:48:56 PM","COMMITTED",,,"BATON ROUGE","LA","70807","1","1A","1A1","14:95.1","POSSESSION OF FIREARM OR CARRYING CONCEALED WEAPON BY A PERSON CONVICTED OF CERTAIN FELONIES","FIREARM","SOCIETY","520","WEAPON LAW VIOLATIONS",,"10",,"DOWNTOWN EAST",,,
"20-038651","B22D2999-D0DD-4944-B8D5-4C0DE1C8B154","03/23/2021 09:38:02 AM","03/23/2021 09:38:02 AM","04/13/2021 09:48:56 PM","COMMITTED",,,"BATON ROUGE","LA","70807","1","1A","1A1","14:94","ILLEGAL USE OF WEAPONS OR DANGEROUS INSTRUMENTALITIES","BATTERY","SOCIETY","520","WEAPON LAW VIOLATIONS",,"10",,"DOWNTOWN EAST",,,
"21-026780","4072ADC2-199C-4030-AFC1-86F90A0D62EC","03/22/2021 06:28:55 PM","03/22/2021 10:47:07 PM","03/26/2021 02:04:55 PM","COMMITTED","1959 NORTH BLVD",,"BATON ROUGE","LA","70806","1","1A","1A1","14:62/Z","SIMPLE BURGLARY/THEFT FROM MOTOR VEHICLE","NON-RESIDENTIAL BURGLARY","PROPERTY","23F","THEFT FROM MOTOR VEHICLE",,"10",,"DOWNTOWN EAST","-91.16824","30.44800","POINT (-91.168235 30.447999)"
"21-026777","4FF2259A-2935-4146-BDC2-8101B29C63C3","03/22/2021 05:57:55 PM","03/22/2021 10:29:42 PM","03/26/2021 02:14:46 PM","COMMITTED","1959 NORTH BLVD",,"BATON ROUGE","LA","70806","1","1A","1A1","14:62.2","SIMPLE BURGLARY OF AN INHABITED DWELLING","RESIDENTIAL BURGLARY","PROPERTY","220","BURGLARY/BREAKING & ENTERING",,"10",,"DOWNTOWN EAST","-91.16824","30.44800","POINT (-91.168235 30.447999)"
"21-026375","3DC975BF-DB93-4977-892E-6A48DE977073","03/21/2021 03:24:36 PM","03/22/2021 12:28:29 PM","03/26/2021 02:48:05 PM","COMMITTED",,,"BATON ROUGE","LA","70802","1","1A","1A1","14:34.1","SECOND DEGREE BATTERY","BATTERY","PERSON","13A","AGGRAVATED ASSAULT",,"10",,"DOWNTOWN EAST",,,
"21-026375","BC7E2981-753F-4C43-BDDD-560F07CDADD4","03/21/2021 03:24:36 PM","03/22/2021 12:28:29 PM","03/26/2021 02:48:05 PM","COMMITTED",,,"BATON ROUGE","LA","70802","1","1A","1A1","14:93","CRUELTY TO JUVENILES","JUVENILE","SOCIETY","90F","FAMILY OFFENSES, NONVIOLENT",,"10",,"DOWNTOWN EAST",,,
"21-026658","56F9843C-CC53-4514-BF81-A03847441665","03/22/2021 01:15:00 PM","03/22/2021 11:57:00 AM","03/26/2021 01:45:43 PM","COMMITTED","3600 FLORIDA ST",,"BATON ROUGE","LA","70802","1","1C","1A1","14:38.8","BATTERY OF EMERGENCY ROOM PERSONNEL","BATTERY","PERSON","13B","SIMPLE ASSAULT",,"10",,"DOWNTOWN EAST","-91.17512","30.44970","POINT (-91.17512 30.4497)"
